env_id,nutrients,reactions,ES_Phe,ES_BCAA
Env_0638,"L-aspartate, L-methionine, L-phenylalanine","['R_r_1881', 'R_r_1902', 'R_r_1903']",1910.943381,1882.716318
Env_0639,"L-aspartate, L-methionine, L-serine","['R_r_1881', 'R_r_1902', 'R_r_1906']",1910.229783,1882.48451
Env_0640,"L-aspartate, L-methionine, L-threonine","['R_r_1881', 'R_r_1902', 'R_r_1911']",1910.230128,1882.889534
Env_0641,"L-aspartate, L-methionine, L-tryptophan","['R_r_1881', 'R_r_1902', 'R_r_1912']",1910.428566,1882.571594
Env_0642,"L-aspartate, L-methionine, L-tyrosine","['R_r_1881', 'R_r_1902', 'R_r_1913']",1910.717961,1882.654205
Env_0643,"L-aspartate, L-methionine, L-valine","['R_r_1881', 'R_r_1902', 'R_r_1914']",1910.201043,1883.341848
Env_0644,"L-aspartate, L-phenylalanine, L-serine","['R_r_1881', 'R_r_1903', 'R_r_1906']",1910.844909,1882.585897
Env_0645,"L-aspartate, L-phenylalanine, L-threonine","['R_r_1881', 'R_r_1903', 'R_r_1911']",1910.844551,1883.009551
Env_0646,"L-aspartate, L-phenylalanine, L-tryptophan","['R_r_1881', 'R_r_1903', 'R_r_1912']",1911.043692,1882.672981
Env_0647,"L-aspartate, L-phenylalanine, L-tyrosine","['R_r_1881', 'R_r_1903', 'R_r_1913']",1911.333087,1882.755592
Env_0648,"L-aspartate, L-phenylalanine, L-valine","['R_r_1881', 'R_r_1903', 'R_r_1914']",1910.816168,1883.443236
Env_0649,"L-aspartate, L-serine, L-threonine","['R_r_1881', 'R_r_1906', 'R_r_1911']",1910.130953,1882.777743
Env_0650,"L-aspartate, L-serine, L-tryptophan","['R_r_1881', 'R_r_1906', 'R_r_1912']",1910.330094,1882.441174
Env_0651,"L-aspartate, L-serine, L-tyrosine","['R_r_1881', 'R_r_1906', 'R_r_1913']",1910.619489,1882.523784
Env_0652,"L-aspartate, L-serine, L-valine","['R_r_1881', 'R_r_1906', 'R_r_1914']",1910.10257,1883.211428
Env_0653,"L-aspartate, L-threonine, L-tryptophan","['R_r_1881', 'R_r_1911', 'R_r_1912']",1910.329736,1882.864827
Env_0654,"L-aspartate, L-threonine, L-tyrosine","['R_r_1881', 'R_r_1911', 'R_r_1913']",1910.619131,1882.947438
Env_0655,"L-aspartate, L-threonine, L-valine","['R_r_1881', 'R_r_1911', 'R_r_1914']",1910.102213,1883.635082
Env_0656,"L-aspartate, L-tryptophan, L-tyrosine","['R_r_1881', 'R_r_1912', 'R_r_1913']",1910.818272,1882.610869
Env_0657,"L-aspartate, L-tryptophan, L-valine","['R_r_1881', 'R_r_1912', 'R_r_1914']",1910.301353,1883.298512
Env_0658,"L-aspartate, L-tyrosine, L-valine","['R_r_1881', 'R_r_1913', 'R_r_1914']",1910.590749,1883.381123
Env_0659,"L-glutamate, L-glutamine, L-glycine","['R_r_1810', 'R_r_1889', 'R_r_1891']",1916.759936,1864.395586
Env_0660,"L-glutamate, L-glutamine, L-isoleucine","['R_r_1889', 'R_r_1891', 'R_r_1897']",1916.63958,1864.863697
Env_0661,"L-glutamate, L-glutamine, L-leucine","['R_r_1889', 'R_r_1891', 'R_r_1899']",1916.554239,1887.870858
Env_0662,"L-glutamate, L-glutamine, L-lysine","['R_r_1889', 'R_r_1891', 'R_r_1900']",1916.695413,1887.063009
Env_0663,"L-glutamate, L-glutamine, L-methionine","['R_r_1889', 'R_r_1891', 'R_r_1902']",1916.812581,1864.565543
Env_0664,"L-glutamate, L-glutamine, L-phenylalanine","['R_r_1889', 'R_r_1891', 'R_r_1903']",1917.330907,1864.623712
Env_0665,"L-glutamate, L-glutamine, L-serine","['R_r_1889', 'R_r_1891', 'R_r_1906']",1916.739734,1864.395586
Env_0666,"L-glutamate, L-glutamine, L-threonine","['R_r_1889', 'R_r_1891', 'R_r_1911']",1916.727108,1864.506697
Env_0667,"L-glutamate, L-glutamine, L-tryptophan","['R_r_1889', 'R_r_1891', 'R_r_1912']",1916.921593,1864.47132
Env_0668,"L-glutamate, L-glutamine, L-tyrosine","['R_r_1889', 'R_r_1891', 'R_r_1913']",1917.146072,1864.546698
Env_0669,"L-glutamate, L-glutamine, L-valine","['R_r_1889', 'R_r_1891', 'R_r_1914']",1916.424216,1887.488579
Env_0670,"L-glutamate, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1889', 'R_r_1897']",1910.491251,1883.866012
Env_0671,"L-glutamate, L-glycine, L-leucine","['R_r_1810', 'R_r_1889', 'R_r_1899']",1910.462876,1884.622131
Env_0672,"L-glutamate, L-glycine, L-lysine","['R_r_1810', 'R_r_1889', 'R_r_1900']",1910.610299,1883.833157
Env_0673,"L-glutamate, L-glycine, L-methionine","['R_r_1810', 'R_r_1889', 'R_r_1902']",1910.575298,1861.299588
Env_0674,"L-glutamate, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1889', 'R_r_1903']",1911.182276,1861.405691
Env_0675,"L-glutamate, L-glycine, L-serine","['R_r_1810', 'R_r_1889', 'R_r_1906']",1910.477389,1861.116659
Env_0676,"L-glutamate, L-glycine, L-threonine","['R_r_1810', 'R_r_1889', 'R_r_1911']",1910.479953,1861.235633
Env_0677,"L-glutamate, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1889', 'R_r_1912']",1910.675568,1861.200187
Env_0678,"L-glutamate, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1889', 'R_r_1913']",1910.959184,1861.308385
Env_0679,"L-glutamate, L-glycine, L-valine","['R_r_1810', 'R_r_1889', 'R_r_1914']",1910.43153,1884.29248
Env_0680,"L-glutamate, L-isoleucine, L-leucine","['R_r_1889', 'R_r_1897', 'R_r_1899']",1910.467763,1885.050027
Env_0681,"L-glutamate, L-isoleucine, L-lysine","['R_r_1889', 'R_r_1897', 'R_r_1900']",1910.615186,1884.261052
Env_0682,"L-glutamate, L-isoleucine, L-methionine","['R_r_1889', 'R_r_1897', 'R_r_1902']",1910.579379,1883.961325
Env_0683,"L-glutamate, L-isoleucine, L-phenylalanine","['R_r_1889', 'R_r_1897', 'R_r_1903']",1911.187163,1884.099329
Env_0684,"L-glutamate, L-isoleucine, L-serine","['R_r_1889', 'R_r_1897', 'R_r_1906']",1910.482276,1883.871824
Env_0685,"L-glutamate, L-isoleucine, L-threonine","['R_r_1889', 'R_r_1897', 'R_r_1911']",1910.48484,1883.984646
Env_0686,"L-glutamate, L-isoleucine, L-tryptophan","['R_r_1889', 'R_r_1897', 'R_r_1912']",1910.680456,1883.955352
Env_0687,"L-glutamate, L-isoleucine, L-tyrosine","['R_r_1889', 'R_r_1897', 'R_r_1913']",1910.964071,1884.038458
Env_0688,"L-glutamate, L-isoleucine, L-valine","['R_r_1889', 'R_r_1897', 'R_r_1914']",1910.436417,1884.720376
Env_0689,"L-glutamate, L-leucine, L-lysine","['R_r_1889', 'R_r_1899', 'R_r_1900']",1910.586812,1885.006231
Env_0690,"L-glutamate, L-leucine, L-methionine","['R_r_1889', 'R_r_1899', 'R_r_1902']",1910.551811,1884.747465
Env_0691,"L-glutamate, L-leucine, L-phenylalanine","['R_r_1889', 'R_r_1899', 'R_r_1903']",1911.158789,1884.844507
Env_0692,"L-glutamate, L-leucine, L-serine","['R_r_1889', 'R_r_1899', 'R_r_1906']",1910.453902,1884.617345
Env_0693,"L-glutamate, L-leucine, L-threonine","['R_r_1889', 'R_r_1899', 'R_r_1911']",1910.456466,1884.729824
Env_0694,"L-glutamate, L-leucine, L-tryptophan","['R_r_1889', 'R_r_1899', 'R_r_1912']",1910.652081,1884.704107
Env_0695,"L-glutamate, L-leucine, L-tyrosine","['R_r_1889', 'R_r_1899', 'R_r_1913']",1910.935697,1884.783636
Env_0696,"L-glutamate, L-leucine, L-valine","['R_r_1889', 'R_r_1899', 'R_r_1914']",1910.434643,1885.018674
Env_0697,"L-glutamate, L-lysine, L-methionine","['R_r_1889', 'R_r_1900', 'R_r_1902']",1910.699234,1883.958491
Env_0698,"L-glutamate, L-lysine, L-phenylalanine","['R_r_1889', 'R_r_1900', 'R_r_1903']",1911.306212,1884.055533
Env_0699,"L-glutamate, L-lysine, L-serine","['R_r_1889', 'R_r_1900', 'R_r_1906']",1910.601325,1883.828371
Env_0700,"L-glutamate, L-lysine, L-threonine","['R_r_1889', 'R_r_1900', 'R_r_1911']",1910.603889,1883.940849
Env_0701,"L-glutamate, L-lysine, L-tryptophan","['R_r_1889', 'R_r_1900', 'R_r_1912']",1910.799504,1883.915133
Env_0702,"L-glutamate, L-lysine, L-tyrosine","['R_r_1889', 'R_r_1900', 'R_r_1913']",1911.08312,1883.994661
Env_0703,"L-glutamate, L-lysine, L-valine","['R_r_1889', 'R_r_1900', 'R_r_1914']",1910.555466,1884.676579
Env_0704,"L-glutamate, L-methionine, L-phenylalanine","['R_r_1889', 'R_r_1902', 'R_r_1903']",1911.271211,1883.796768
Env_0705,"L-glutamate, L-methionine, L-serine","['R_r_1889', 'R_r_1902', 'R_r_1906']",1910.566324,1861.3054
Env_0706,"L-glutamate, L-methionine, L-threonine","['R_r_1889', 'R_r_1902', 'R_r_1911']",1910.568888,1883.646596
Env_0707,"L-glutamate, L-methionine, L-tryptophan","['R_r_1889', 'R_r_1902', 'R_r_1912']",1910.764504,1861.388928
Env_0708,"L-glutamate, L-methionine, L-tyrosine","['R_r_1889', 'R_r_1902', 'R_r_1913']",1911.048119,1883.719348
Env_0709,"L-glutamate, L-methionine, L-valine","['R_r_1889', 'R_r_1902', 'R_r_1914']",1910.520465,1884.417814
Env_0710,"L-glutamate, L-phenylalanine, L-serine","['R_r_1889', 'R_r_1903', 'R_r_1906']",1911.173302,1883.633725
Env_0711,"L-glutamate, L-phenylalanine, L-threonine","['R_r_1889', 'R_r_1903', 'R_r_1911']",1911.175866,1883.752699
Env_0712,"L-glutamate, L-phenylalanine, L-tryptophan","['R_r_1889', 'R_r_1903', 'R_r_1912']",1911.371481,1883.717253
Env_0713,"L-glutamate, L-phenylalanine, L-tyrosine","['R_r_1889', 'R_r_1903', 'R_r_1913']",1911.655097,1883.825451
Env_0714,"L-glutamate, L-phenylalanine, L-valine","['R_r_1889', 'R_r_1903', 'R_r_1914']",1911.127443,1884.514856
Env_0715,"L-glutamate, L-serine, L-threonine","['R_r_1889', 'R_r_1906', 'R_r_1911']",1910.470979,1861.241445
Env_0716,"L-glutamate, L-serine, L-tryptophan","['R_r_1889', 'R_r_1906', 'R_r_1912']",1910.666594,1861.205999
Env_0717,"L-glutamate, L-serine, L-tyrosine","['R_r_1889', 'R_r_1906', 'R_r_1913']",1910.950209,1861.314197
Env_0718,"L-glutamate, L-serine, L-valine","['R_r_1889', 'R_r_1906', 'R_r_1914']",1910.422556,1884.287694
Env_0719,"L-glutamate, L-threonine, L-tryptophan","['R_r_1889', 'R_r_1911', 'R_r_1912']",1910.669158,1861.324973
Env_0720,"L-glutamate, L-threonine, L-tyrosine","['R_r_1889', 'R_r_1911', 'R_r_1913']",1910.952774,1861.433172
Env_0721,"L-glutamate, L-threonine, L-valine","['R_r_1889', 'R_r_1911', 'R_r_1914']",1910.42512,1884.400173
Env_0722,"L-glutamate, L-tryptophan, L-tyrosine","['R_r_1889', 'R_r_1912', 'R_r_1913']",1911.148389,1861.397726
Env_0723,"L-glutamate, L-tryptophan, L-valine","['R_r_1889', 'R_r_1912', 'R_r_1914']",1910.620735,1884.374456
Env_0724,"L-glutamate, L-tyrosine, L-valine","['R_r_1889', 'R_r_1913', 'R_r_1914']",1910.904351,1884.453984
Env_0725,"L-glutamine, L-glycine, L-isoleucine","['R_r_1810', 'R_r_1891', 'R_r_1897']",1916.669883,1864.88592
Env_0726,"L-glutamine, L-glycine, L-leucine","['R_r_1810', 'R_r_1891', 'R_r_1899']",1916.584542,1887.88702
Env_0727,"L-glutamine, L-glycine, L-lysine","['R_r_1810', 'R_r_1891', 'R_r_1900']",1916.725716,1887.085231
Env_0728,"L-glutamine, L-glycine, L-methionine","['R_r_1810', 'R_r_1891', 'R_r_1902']",1916.842884,1864.587765
Env_0729,"L-glutamine, L-glycine, L-phenylalanine","['R_r_1810', 'R_r_1891', 'R_r_1903']",1917.36121,1864.645934
Env_0730,"L-glutamine, L-glycine, L-serine","['R_r_1810', 'R_r_1891', 'R_r_1906']",1916.770037,1864.417808
Env_0731,"L-glutamine, L-glycine, L-threonine","['R_r_1810', 'R_r_1891', 'R_r_1911']",1916.757411,1864.52892
Env_0732,"L-glutamine, L-glycine, L-tryptophan","['R_r_1810', 'R_r_1891', 'R_r_1912']",1916.951896,1864.493542
Env_0733,"L-glutamine, L-glycine, L-tyrosine","['R_r_1810', 'R_r_1891', 'R_r_1913']",1917.176375,1864.56892
Env_0734,"L-glutamine, L-glycine, L-valine","['R_r_1810', 'R_r_1891', 'R_r_1914']",1916.454519,1887.504741
Env_0735,"L-glutamine, L-isoleucine, L-leucine","['R_r_1891', 'R_r_1897', 'R_r_1899']",1916.464186,1888.248119
Env_0736,"L-glutamine, L-isoleucine, L-lysine","['R_r_1891', 'R_r_1897', 'R_r_1900']",1916.60536,1887.455812
Env_0737,"L-glutamine, L-isoleucine, L-methionine","['R_r_1891', 'R_r_1897', 'R_r_1902']",1916.736005,1887.233178
Env_0738,"L-glutamine, L-isoleucine, L-phenylalanine","['R_r_1891', 'R_r_1897', 'R_r_1903']",1917.240854,1887.327964
Env_0739,"L-glutamine, L-isoleucine, L-serine","['R_r_1891', 'R_r_1897', 'R_r_1906']",1916.649681,1864.88592
Env_0740,"L-glutamine, L-isoleucine, L-threonine","['R_r_1891', 'R_r_1897', 'R_r_1911']",1916.637055,1864.997031
Env_0741,"L-glutamine, L-isoleucine, L-tryptophan","['R_r_1891', 'R_r_1897', 'R_r_1912']",1916.83154,1864.961653
Env_0742,"L-glutamine, L-isoleucine, L-tyrosine","['R_r_1891', 'R_r_1897', 'R_r_1913']",1917.056019,1887.259253
Env_0743,"L-glutamine, L-isoleucine, L-valine","['R_r_1891', 'R_r_1897', 'R_r_1914']",1916.334163,1887.86584
Env_0744,"L-glutamine, L-leucine, L-lysine","['R_r_1891', 'R_r_1899', 'R_r_1900']",1916.520019,1888.170608
Env_0745,"L-glutamine, L-leucine, L-methionine","['R_r_1891', 'R_r_1899', 'R_r_1902']",1916.637187,1887.992999
Env_0746,"L-glutamine, L-leucine, L-phenylalanine","['R_r_1891', 'R_r_1899', 'R_r_1903']",1917.155513,1888.04276
Env_0747,"L-glutamine, L-leucine, L-serine","['R_r_1891', 'R_r_1899', 'R_r_1906']",1916.56434,1887.876245
Env_0748,"L-glutamine, L-leucine, L-threonine","['R_r_1891', 'R_r_1899', 'R_r_1911']",1916.551714,1887.980623
Env_0749,"L-glutamine, L-leucine, L-tryptophan","['R_r_1891', 'R_r_1899', 'R_r_1912']",1916.746199,1887.954303
Env_0750,"L-glutamine, L-leucine, L-tyrosine","['R_r_1891', 'R_r_1899', 'R_r_1913']",1916.970678,1888.002293
Env_0751,"L-glutamine, L-leucine, L-valine","['R_r_1891', 'R_r_1899', 'R_r_1914']",1916.432201,1888.217371
Env_0752,"L-glutamine, L-lysine, L-methionine","['R_r_1891', 'R_r_1900', 'R_r_1902']",1916.778361,1887.200692
Env_0753,"L-glutamine, L-lysine, L-phenylalanine","['R_r_1891', 'R_r_1900', 'R_r_1903']",1917.296687,1887.250453
Env_0754,"L-glutamine, L-lysine, L-serine","['R_r_1891', 'R_r_1900', 'R_r_1906']",1916.705514,1887.083938
Env_0755,"L-glutamine, L-lysine, L-threonine","['R_r_1891', 'R_r_1900', 'R_r_1911']",1916.692888,1887.188315
Env_0756,"L-glutamine, L-lysine, L-tryptophan","['R_r_1891', 'R_r_1900', 'R_r_1912']",1916.887373,1887.160964
Env_0757,"L-glutamine, L-lysine, L-tyrosine","['R_r_1891', 'R_r_1900', 'R_r_1913']",1917.111853,1887.209986
Env_0758,"L-glutamine, L-lysine, L-valine","['R_r_1891', 'R_r_1900', 'R_r_1914']",1916.389997,1887.788329
Env_0759,"L-glutamine, L-methionine, L-phenylalanine","['R_r_1891', 'R_r_1902', 'R_r_1903']",1917.413855,1887.038113
Env_0760,"L-glutamine, L-methionine, L-serine","['R_r_1891', 'R_r_1902', 'R_r_1906']",1916.822682,1864.587765
Env_0761,"L-glutamine, L-methionine, L-threonine","['R_r_1891', 'R_r_1902', 'R_r_1911']",1916.810055,1864.698876
Env_0762,"L-glutamine, L-methionine, L-tryptophan","['R_r_1891', 'R_r_1902', 'R_r_1912']",1917.00454,1864.663498
Env_0763,"L-glutamine, L-methionine, L-tyrosine","['R_r_1891', 'R_r_1902', 'R_r_1913']",1917.22902,1864.738876
Env_0764,"L-glutamine, L-methionine, L-valine","['R_r_1891', 'R_r_1902', 'R_r_1914']",1916.507164,1887.61072
Env_0765,"L-glutamine, L-phenylalanine, L-serine","['R_r_1891', 'R_r_1903', 'R_r_1906']",1917.341008,1864.645934
Env_0766,"L-glutamine, L-phenylalanine, L-threonine","['R_r_1891', 'R_r_1903', 'R_r_1911']",1917.328382,1864.757045
Env_0767,"L-glutamine, L-phenylalanine, L-tryptophan","['R_r_1891', 'R_r_1903', 'R_r_1912']",1917.522867,1864.721668
Env_0768,"L-glutamine, L-phenylalanine, L-tyrosine","['R_r_1891', 'R_r_1903', 'R_r_1913']",1917.747346,1864.797045
Env_0769,"L-glutamine, L-phenylalanine, L-valine","['R_r_1891', 'R_r_1903', 'R_r_1914']",1917.02549,1887.660481
Env_0770,"L-glutamine, L-serine, L-threonine","['R_r_1891', 'R_r_1906', 'R_r_1911']",1916.737209,1864.52892
Env_0771,"L-glutamine, L-serine, L-tryptophan","['R_r_1891', 'R_r_1906', 'R_r_1912']",1916.931694,1864.493542
Env_0772,"L-glutamine, L-serine, L-tyrosine","['R_r_1891', 'R_r_1906', 'R_r_1913']",1917.156173,1864.56892
Env_0773,"L-glutamine, L-serine, L-valine","['R_r_1891', 'R_r_1906', 'R_r_1914']",1916.434317,1887.493967
Env_0774,"L-glutamine, L-threonine, L-tryptophan","['R_r_1891', 'R_r_1911', 'R_r_1912']",1916.919067,1864.604653
Env_0775,"L-glutamine, L-threonine, L-tyrosine","['R_r_1891', 'R_r_1911', 'R_r_1913']",1917.143547,1864.680031
Env_0776,"L-glutamine, L-threonine, L-valine","['R_r_1891', 'R_r_1911', 'R_r_1914']",1916.421691,1887.598344
Env_0777,"L-glutamine, L-tryptophan, L-tyrosine","['R_r_1891', 'R_r_1912', 'R_r_1913']",1917.338032,1864.644653
Env_0778,"L-glutamine, L-tryptophan, L-valine","['R_r_1891', 'R_r_1912', 'R_r_1914']",1916.616176,1887.572025
Env_0779,"L-glutamine, L-tyrosine, L-valine","['R_r_1891', 'R_r_1913', 'R_r_1914']",1916.840656,1887.620014
Env_0780,"L-glycine, L-isoleucine, L-leucine","['R_r_1810', 'R_r_1897', 'R_r_1899']",1910.246319,1926.608792
Env_0781,"L-glycine, L-isoleucine, L-lysine","['R_r_1810', 'R_r_1897', 'R_r_1900']",1910.399288,1926.413309
Env_0782,"L-glycine, L-isoleucine, L-methionine","['R_r_1810', 'R_r_1897', 'R_r_1902']",1910.302642,1926.054631
Env_0783,"L-glycine, L-isoleucine, L-phenylalanine","['R_r_1810', 'R_r_1897', 'R_r_1903']",1910.939961,1926.181209
Env_0784,"L-glycine, L-isoleucine, L-serine","['R_r_1810', 'R_r_1897', 'R_r_1906']",1907.054724,1924.247942
Env_0785,"L-glycine, L-isoleucine, L-threonine","['R_r_1810', 'R_r_1897', 'R_r_1911']",1910.218767,1926.233164
Env_0786,"L-glycine, L-isoleucine, L-tryptophan","['R_r_1810', 'R_r_1897', 'R_r_1912']",1910.411014,1926.041252
Env_0787,"L-glycine, L-isoleucine, L-tyrosine","['R_r_1810', 'R_r_1897', 'R_r_1913']",1910.712458,1926.115622
Env_0788,"L-glycine, L-isoleucine, L-valine","['R_r_1810', 'R_r_1897', 'R_r_1914']",1910.223894,1881.922758
Env_0789,"L-glycine, L-leucine, L-lysine","['R_r_1810', 'R_r_1899', 'R_r_1900']",1910.407203,1926.565264
Env_0790,"L-glycine, L-leucine, L-methionine","['R_r_1810', 'R_r_1899', 'R_r_1902']",1910.313001,1926.242961
Env_0791,"L-glycine, L-leucine, L-phenylalanine","['R_r_1810', 'R_r_1899', 'R_r_1903']",1910.947876,1926.333163
Env_0792,"L-glycine, L-leucine, L-serine","['R_r_1810', 'R_r_1899', 'R_r_1906']",1907.100876,1924.420289
Env_0793,"L-glycine, L-leucine, L-threonine","['R_r_1810', 'R_r_1899', 'R_r_1911']",1910.229569,1926.683481
Env_0794,"L-glycine, L-leucine, L-tryptophan","['R_r_1810', 'R_r_1899', 'R_r_1912']",1910.418929,1926.193206
Env_0795,"L-glycine, L-leucine, L-tyrosine","['R_r_1810', 'R_r_1899', 'R_r_1913']",1910.720373,1926.267577
Env_0796,"L-glycine, L-leucine, L-valine","['R_r_1810', 'R_r_1899', 'R_r_1914']",1910.230748,1926.373282
Env_0797,"L-glycine, L-lysine, L-methionine","['R_r_1810', 'R_r_1900', 'R_r_1902']",1910.46597,1926.047478
Env_0798,"L-glycine, L-lysine, L-phenylalanine","['R_r_1810', 'R_r_1900', 'R_r_1903']",1911.100845,1926.13768
Env_0799,"L-glycine, L-lysine, L-serine","['R_r_1810', 'R_r_1900', 'R_r_1906']",1907.255973,1924.225941
Env_0800,"L-glycine, L-lysine, L-threonine","['R_r_1810', 'R_r_1900', 'R_r_1911']",1910.382538,1926.487998
Env_0801,"L-glycine, L-lysine, L-tryptophan","['R_r_1810', 'R_r_1900', 'R_r_1912']",1910.571897,1925.997723
Env_0802,"L-glycine, L-lysine, L-tyrosine","['R_r_1810', 'R_r_1900', 'R_r_1913']",1910.873342,1926.072093
Env_0803,"L-glycine, L-lysine, L-valine","['R_r_1810', 'R_r_1900', 'R_r_1914']",1910.384777,1904.187096
Env_0804,"L-glycine, L-methionine, L-phenylalanine","['R_r_1810', 'R_r_1902', 'R_r_1903']",1911.006643,1925.815377
Env_0805,"L-glycine, L-methionine, L-serine","['R_r_1810', 'R_r_1902', 'R_r_1906']",1907.07422,1923.856944
Env_0806,"L-glycine, L-methionine, L-threonine","['R_r_1810', 'R_r_1902', 'R_r_1911']",1910.288172,1926.13787
Env_0807,"L-glycine, L-methionine, L-tryptophan","['R_r_1810', 'R_r_1902', 'R_r_1912']",1910.477696,1925.67542
Env_0808,"L-glycine, L-methionine, L-tyrosine","['R_r_1810', 'R_r_1902', 'R_r_1913']",1910.77914,1925.749791
Env_0809,"L-glycine, L-methionine, L-valine","['R_r_1810', 'R_r_1902', 'R_r_1914']",1910.290576,1903.864794
Env_0810,"L-glycine, L-phenylalanine, L-serine","['R_r_1810', 'R_r_1903', 'R_r_1906']",1907.75989,1923.974238
Env_0811,"L-glycine, L-phenylalanine, L-threonine","['R_r_1810', 'R_r_1903', 'R_r_1911']",1910.923211,1926.255898
Env_0812,"L-glycine, L-phenylalanine, L-tryptophan","['R_r_1810', 'R_r_1903', 'R_r_1912']",1911.11257,1925.765623
Env_0813,"L-glycine, L-phenylalanine, L-tyrosine","['R_r_1810', 'R_r_1903', 'R_r_1913']",1911.414015,1925.839993
Env_0814,"L-glycine, L-phenylalanine, L-valine","['R_r_1810', 'R_r_1903', 'R_r_1914']",1910.9301,1904.035923
Env_0815,"L-glycine, L-serine, L-threonine","['R_r_1810', 'R_r_1906', 'R_r_1911']",1907.048546,1924.328269
Env_0816,"L-glycine, L-serine, L-tryptophan","['R_r_1810', 'R_r_1906', 'R_r_1912']",1907.17614,1923.805052
Env_0817,"L-glycine, L-serine, L-tyrosine","['R_r_1810', 'R_r_1906', 'R_r_1913']",1907.512148,1923.897857
Env_0818,"L-glycine, L-serine, L-valine","['R_r_1810', 'R_r_1906', 'R_r_1914']",1907.128829,1902.06899
Env_0819,"L-glycine, L-threonine, L-tryptophan","['R_r_1810', 'R_r_1911', 'R_r_1912']",1910.394264,1926.11594
Env_0820,"L-glycine, L-threonine, L-tyrosine","['R_r_1810', 'R_r_1911', 'R_r_1913']",1910.695708,1926.190311
Env_0821,"L-glycine, L-threonine, L-valine","['R_r_1810', 'R_r_1911', 'R_r_1914']",1910.207144,1904.305314
Env_0822,"L-glycine, L-tryptophan, L-tyrosine","['R_r_1810', 'R_r_1912', 'R_r_1913']",1910.885067,1925.700036
Env_0823,"L-glycine, L-tryptophan, L-valine","['R_r_1810', 'R_r_1912', 'R_r_1914']",1910.397489,1903.840809
Env_0824,"L-glycine, L-tyrosine, L-valine","['R_r_1810', 'R_r_1913', 'R_r_1914']",1910.701489,1903.955568
Env_0825,"L-isoleucine, L-leucine, L-serine","['R_r_1897', 'R_r_1899', 'R_r_1906']",1907.189184,1924.97832
Env_0826,"L-isoleucine, L-lysine, L-serine","['R_r_1897', 'R_r_1900', 'R_r_1906']",1907.344281,1924.783972
Env_0827,"L-isoleucine, L-methionine, L-serine","['R_r_1897', 'R_r_1902', 'R_r_1906']",1907.155501,1924.376156
Env_0828,"L-isoleucine, L-phenylalanine, L-serine","['R_r_1897', 'R_r_1903', 'R_r_1906']",1907.848198,1924.532269
Env_0829,"L-isoleucine, L-serine, L-threonine","['R_r_1897', 'R_r_1906', 'R_r_1911']",1907.092348,1924.565741
Env_0830,"L-isoleucine, L-serine, L-tryptophan","['R_r_1897', 'R_r_1906', 'R_r_1912']",1907.264448,1924.363083
Env_0831,"L-isoleucine, L-serine, L-tyrosine","['R_r_1897', 'R_r_1906', 'R_r_1913']",1907.600456,1924.455888
Env_0832,"L-isoleucine, L-serine, L-valine","['R_r_1897', 'R_r_1906', 'R_r_1914']",1907.217137,1880.319155
Env_0833,"L-leucine, L-lysine, L-serine","['R_r_1899', 'R_r_1900', 'R_r_1906']",1907.390433,1924.95632
Env_0834,"L-leucine, L-methionine, L-serine","['R_r_1899', 'R_r_1902', 'R_r_1906']",1907.208679,1924.587323
Env_0835,"L-leucine, L-phenylalanine, L-serine","['R_r_1899', 'R_r_1903', 'R_r_1906']",1907.89435,1924.704616
Env_0836,"L-leucine, L-serine, L-threonine","['R_r_1899', 'R_r_1906', 'R_r_1911']",1907.183005,1925.058647
Env_0837,"L-leucine, L-serine, L-tryptophan","['R_r_1899', 'R_r_1906', 'R_r_1912']",1907.310599,1924.535431
Env_0838,"L-leucine, L-serine, L-tyrosine","['R_r_1899', 'R_r_1906', 'R_r_1913']",1907.646608,1924.628235
Env_0839,"L-leucine, L-serine, L-valine","['R_r_1899', 'R_r_1906', 'R_r_1914']",1907.177705,1924.744993
Env_0840,"L-lysine, L-methionine, L-serine","['R_r_1900', 'R_r_1902', 'R_r_1906']",1907.363776,1924.392975
Env_0841,"L-lysine, L-phenylalanine, L-serine","['R_r_1900', 'R_r_1903', 'R_r_1906']",1908.049447,1924.510268
Env_0842,"L-lysine, L-serine, L-threonine","['R_r_1900', 'R_r_1906', 'R_r_1911']",1907.338103,1924.864299
Env_0843,"L-lysine, L-serine, L-tryptophan","['R_r_1900', 'R_r_1906', 'R_r_1912']",1907.465697,1924.341083
Env_0844,"L-lysine, L-serine, L-tyrosine","['R_r_1900', 'R_r_1906', 'R_r_1913']",1907.801705,1924.433887
Env_0845,"L-lysine, L-serine, L-valine","['R_r_1900', 'R_r_1906', 'R_r_1914']",1907.418386,1902.605021
Env_0846,"L-methionine, L-phenylalanine, L-serine","['R_r_1902', 'R_r_1903', 'R_r_1906']",1907.867693,1924.141271
Env_0847,"L-methionine, L-serine, L-threonine","['R_r_1902', 'R_r_1906', 'R_r_1911']",1907.151998,1924.465243
Env_0848,"L-methionine, L-serine, L-tryptophan","['R_r_1902', 'R_r_1906', 'R_r_1912']",1907.283943,1923.972086
